record_id,title,abstract,authors,year,label_included,review_id,source
CD014964_pub2_excl_26,Topic-related study 26,"",Author_6190,2022,0,CD014964_pub2,synthetic_excluded
CD001431_pub6_101,Subramanian 2019,"",Subramanian,2019,1,CD001431_pub6,pairwise70_included
CD008940_pub4_21,Penetar 2012,"",Penetar,2012,1,CD008940_pub4,pairwise70_included
CD008349_pub5_2,Ain 2021,"",Ain,2021,1,CD008349_pub5,pairwise70_included
CD015124_pub2_excl_9,Topic-related study 9,"",Author_7704,2007,0,CD015124_pub2,synthetic_excluded
CD015083_pub2_36,Priebe 2020,"",Priebe,2020,1,CD015083_pub2,pairwise70_included
CD007374_pub3_3,C-DIRECT 2019,"",C-DIRECT,2019,1,CD007374_pub3,pairwise70_included
CD007388_pub3_excl_6,Topic-related study 6,"",Author_3628,2019,0,CD007388_pub3,synthetic_excluded
CD001431_pub6_excl_230,Topic-related study 230,"",Author_6522,2019,0,CD001431_pub6,synthetic_excluded
CD016064_40,Sitja Rabert 2015,"",Sitja Rabert,2015,1,CD016064,pairwise70_included
CD013295_pub2_excl_51,Topic-related study 51,"",Author_4272,2020,0,CD013295_pub2,synthetic_excluded
CD012586_pub2_excl_179,Topic-related study 179,"",Author_7959,2000,0,CD012586_pub2,synthetic_excluded
CD011575_pub3_excl_2,Topic-related study 2,"",Author_1055,2021,0,CD011575_pub3,synthetic_excluded
CD015083_pub2_4,Choudhry 2022,"",Choudhry,2022,1,CD015083_pub2,pairwise70_included
CD015536_pub2_10,Yao 2007,"",Yao,2007,1,CD015536_pub2,pairwise70_included
CD003333_pub4_excl_2,Topic-related study 2,"",Author_6803,2004,0,CD003333_pub4,synthetic_excluded
CD013355_pub2_excl_1,Topic-related study 1,"",Author_6090,2008,0,CD013355_pub2,synthetic_excluded
CD012079_pub2_25,Ahmed 2019,"",Ahmed,2019,1,CD012079_pub2,pairwise70_included
CD010966_pub4_6,McCarty 2002,"",McCarty,2002,1,CD010966_pub4,pairwise70_included
CD013421_pub2_12,Taylor 2003,"",Taylor,2003,1,CD013421_pub2,pairwise70_included
CD010290_pub4_1,Platteau 2006,"",Platteau,2006,1,CD010290_pub4,pairwise70_included
CD014624_pub2_excl_8,Topic-related study 8,"",Author_1989,2017,0,CD014624_pub2,synthetic_excluded
CD004417_pub6_excl_6,Topic-related study 6,"",Author_6767,2021,0,CD004417_pub6,synthetic_excluded
CD010001_pub4_excl_57,Topic-related study 57,"",Author_4448,2022,0,CD010001_pub4,synthetic_excluded
CD002122_pub3_15,Tang 2023,"",Tang,2023,1,CD002122_pub3,pairwise70_included
CD013054_pub3_excl_16,Topic-related study 16,"",Author_4803,2006,0,CD013054_pub3,synthetic_excluded
CD016064_excl_49,Topic-related study 49,"",Author_3692,2000,0,CD016064,synthetic_excluded
CD015373_pub2_excl_15,Topic-related study 15,"",Author_5449,2003,0,CD015373_pub2,synthetic_excluded
CD016136_13,Nathan 2016,"",Nathan,2016,1,CD016136,pairwise70_included
CD013857_pub2_1,Prešern-Štrukelj 2002,"",Prešern-Štrukelj,2002,1,CD013857_pub2,pairwise70_included
CD015087_pub2_excl_26,Topic-related study 26,"",Author_3262,2007,0,CD015087_pub2,synthetic_excluded
CD013295_pub2_69,King 2019,"",King,2019,1,CD013295_pub2,pairwise70_included
CD003774_pub5_excl_7,Topic-related study 7,"",Author_6458,2020,0,CD003774_pub5,synthetic_excluded
CD013166_pub3_excl_27,Topic-related study 27,"",Author_9467,2015,0,CD013166_pub3,synthetic_excluded
CD013158_pub2_2,Rodriguez-Fanjul 2020,"",Rodriguez-Fanjul,2020,1,CD013158_pub2,pairwise70_included
CD008552_pub8_excl_47,Topic-related study 47,"",Author_1129,2009,0,CD008552_pub8,synthetic_excluded
CD009022_pub4_excl_4,Topic-related study 4,"",Author_3979,2013,0,CD009022_pub4,synthetic_excluded
CD013631_pub2_13,Wang 2015a,"",Wang,2015,1,CD013631_pub2,pairwise70_included
CD002042_pub6_52,de Almeida 2015,"",de Almeida,2015,1,CD002042_pub6,pairwise70_included
CD001155_pub3_62,Paggiosi 2014,"",Paggiosi,2014,1,CD001155_pub3,pairwise70_included
CD002112_pub2_excl_59,Topic-related study 59,"",Author_6955,1999,0,CD002112_pub2,synthetic_excluded
CD013474_pub2_excl_2,Topic-related study 2,"",Author_5142,2017,0,CD013474_pub2,synthetic_excluded
CD013197_pub2_37,Zhu 2020,"",Zhu,2020,1,CD013197_pub2,pairwise70_included
CD016064_36,Shimada 2004,"",Shimada,2004,1,CD016064,pairwise70_included
CD013631_pub2_excl_7,Topic-related study 7,"",Author_2803,2020,0,CD013631_pub2,synthetic_excluded
CD013468_pub2_excl_31,Topic-related study 31,"",Author_3722,2019,0,CD013468_pub2,synthetic_excluded
CD003519_pub5_excl_16,Topic-related study 16,"",Author_2383,1978,0,CD003519_pub5,synthetic_excluded
CD015849_pub2_excl_22,Topic-related study 22,"",Author_3320,2013,0,CD015849_pub2,synthetic_excluded
CD011806_pub2_excl_12,Topic-related study 12,"",Author_6631,2020,0,CD011806_pub2,synthetic_excluded
CD001155_pub3_excl_22,Topic-related study 22,"",Author_1927,2005,0,CD001155_pub3,synthetic_excluded
CD012186_pub2_excl_95,Topic-related study 95,"",Author_3111,2012,0,CD012186_pub2,synthetic_excluded
CD015215_pub2_18,Gates 1989,"",Gates,1989,1,CD015215_pub2,pairwise70_included
CD013827_pub2_11,Yu 2018,"",Yu,2018,1,CD013827_pub2,pairwise70_included
CD006023_pub4_excl_102,Topic-related study 102,"",Author_6696,1992,0,CD006023_pub4,synthetic_excluded
CD001396_pub4_21,GlaxoSmithKline 2001,"",GlaxoSmithKline,2001,1,CD001396_pub4,pairwise70_included
CD006185_pub6_101,Yun 2018,"",Yun,2018,1,CD006185_pub6,pairwise70_included
CD014964_pub2_22,Jagadish 2021,"",Jagadish,2021,1,CD014964_pub2,pairwise70_included
CD012718_pub2_excl_25,Topic-related study 25,"",Author_2611,2021,0,CD012718_pub2,synthetic_excluded
CD006257_pub2_excl_91,Topic-related study 91,"",Author_3593,2006,0,CD006257_pub2,synthetic_excluded
CD006257_pub2_58,Ko 2005,"",Ko,2005,1,CD006257_pub2,pairwise70_included
CD012586_pub2_excl_76,Topic-related study 76,"",Author_8705,2010,0,CD012586_pub2,synthetic_excluded
CD010856_pub3_11,Beal 1971,"",Beal,1971,1,CD010856_pub3,pairwise70_included
CD006257_pub2_excl_89,Topic-related study 89,"",Author_8880,1995,0,CD006257_pub2,synthetic_excluded
CD013331_pub2_excl_8,Topic-related study 8,"",Author_7828,2007,0,CD013331_pub2,synthetic_excluded
CD013719_pub2_excl_23,Topic-related study 23,"",Author_5308,2020,0,CD013719_pub2,synthetic_excluded
CD014741_pub2_excl_70,Topic-related study 70,"",Author_4049,2007,0,CD014741_pub2,synthetic_excluded
CD015120_pub2_excl_49,Topic-related study 49,"",Author_6204,2018,0,CD015120_pub2,synthetic_excluded
CD013800_pub2_excl_22,Topic-related study 22,"",Author_1417,,0,CD013800_pub2,synthetic_excluded
CD012079_pub2_excl_6,Topic-related study 6,"",Author_4403,2001,0,CD012079_pub2,synthetic_excluded
CD011689_pub4_116,Chua 1995,"",Chua,1995,1,CD011689_pub4,pairwise70_included
CD007079_pub4_3,Crowther 1999,"",Crowther,1999,1,CD007079_pub4,pairwise70_included
CD014040_pub2_excl_4,Topic-related study 4,"",Author_4799,2012,0,CD014040_pub2,synthetic_excluded
CD009022_pub4_excl_9,Topic-related study 9,"",Author_1443,2023,0,CD009022_pub4,synthetic_excluded
CD000028_pub4_14,ATTMH 1981,"",ATTMH,1981,1,CD000028_pub4,pairwise70_included
CD001431_pub6_excl_40,Topic-related study 40,"",Author_4618,2020,0,CD001431_pub6,synthetic_excluded
CD006536_pub5_excl_17,Topic-related study 17,"",Author_7112,2017,0,CD006536_pub5,synthetic_excluded
CD007896_pub4_excl_20,Topic-related study 20,"",Author_7630,2003,0,CD007896_pub4,synthetic_excluded
CD013758_pub2_excl_7,Topic-related study 7,"",Author_6864,2006,0,CD013758_pub2,synthetic_excluded
CD006689_pub3_4,González 2024,"",González,2024,1,CD006689_pub3,pairwise70_included
CD006023_pub4_excl_31,Topic-related study 31,"",Author_1855,2019,0,CD006023_pub4,synthetic_excluded
CD015083_pub2_20,Mesa-Castrillon 2024,"",Mesa-Castrillon,2024,1,CD015083_pub2,pairwise70_included
CD008176_pub3_excl_89,Topic-related study 89,"",Author_7371,2014,0,CD008176_pub3,synthetic_excluded
CD014844_pub2_excl_8,Topic-related study 8,"",Author_4138,1995,0,CD014844_pub2,synthetic_excluded
CD001920_pub4_excl_23,Topic-related study 23,"",Author_9655,2016,0,CD001920_pub4,synthetic_excluded
CD015254_pub2_excl_19,Topic-related study 19,"",Author_4516,1991,0,CD015254_pub2,synthetic_excluded
CD014914_pub2_excl_27,Topic-related study 27,"",Author_1305,2006,0,CD014914_pub2,synthetic_excluded
CD011535_pub7_excl_122,Topic-related study 122,"",Author_4869,2020,0,CD011535_pub7,synthetic_excluded
CD014889_pub2_1,Askarpoor 2021,"",Askarpoor,2021,1,CD014889_pub2,pairwise70_included
CD013344_pub2_10,Mohan 2016,"",Mohan,2016,1,CD013344_pub2,pairwise70_included
CD013614_pub2_9,Mease 2000,"",Mease,2000,1,CD013614_pub2,pairwise70_included
CD014937_pub2_excl_66,Topic-related study 66,"",Author_4617,1984,0,CD014937_pub2,synthetic_excluded
CD010001_pub4_excl_41,Topic-related study 41,"",Author_9904,2019,0,CD010001_pub4,synthetic_excluded
CD013445_pub2_5,Berti 2021,"",Berti,2021,1,CD013445_pub2,pairwise70_included
CD009535_pub3_10,Toronto Group 2002,"",Toronto Group,2002,1,CD009535_pub3,pairwise70_included
CD002112_pub2_excl_40,Topic-related study 40,"",Author_7748,2015,0,CD002112_pub2,synthetic_excluded
CD013255_pub2_excl_3,Topic-related study 3,"",Author_6973,2016,0,CD013255_pub2,synthetic_excluded
CD014541_pub2_1,Cohen 2016,"",Cohen,2016,1,CD014541_pub2,pairwise70_included
CD014845_pub2_excl_19,Topic-related study 19,"",Author_5032,2021,0,CD014845_pub2,synthetic_excluded
CD011778_pub2_excl_33,Topic-related study 33,"",Author_6831,2014,0,CD011778_pub2,synthetic_excluded
CD002243_pub5_69,Wani 2020,"",Wani,2020,1,CD002243_pub5,pairwise70_included
CD013764_pub2_5,Ngoc 2014,"",Ngoc,2014,1,CD013764_pub2,pairwise70_included
CD009508_pub2_excl_45,Topic-related study 45,"",Author_4474,2022,0,CD009508_pub2,synthetic_excluded
CD013719_pub2_excl_11,Topic-related study 11,"",Author_5500,2019,0,CD013719_pub2,synthetic_excluded
CD007896_pub4_excl_32,Topic-related study 32,"",Author_7765,2014,0,CD007896_pub4,synthetic_excluded
CD011866_pub3_excl_52,Topic-related study 52,"",Author_2701,2013,0,CD011866_pub3,synthetic_excluded
CD015328_pub2_105,Greve 2015,"",Greve,2015,1,CD015328_pub2,pairwise70_included
CD011535_pub7_excl_90,Topic-related study 90,"",Author_4772,2017,0,CD011535_pub7,synthetic_excluded
CD015083_pub2_34,Ozden 2022,"",Ozden,2022,1,CD015083_pub2,pairwise70_included
CD012586_pub2_excl_164,Topic-related study 164,"",Author_1815,2008,0,CD012586_pub2,synthetic_excluded
CD008973_pub3_excl_6,Topic-related study 6,"",Author_1310,2006,0,CD008973_pub3,synthetic_excluded
CD008349_pub5_excl_146,Topic-related study 146,"",Author_4366,2014,0,CD008349_pub5,synthetic_excluded
CD014574_pub2_excl_1,Topic-related study 1,"",Author_7969,2022,0,CD014574_pub2,synthetic_excluded
CD001321_pub7_6,Stothers 2002,"",Stothers,2002,1,CD001321_pub7,pairwise70_included
CD015120_pub2_40,Danan 2018,"",Danan,2018,1,CD015120_pub2,pairwise70_included
CD004925_pub4_10,SPLINT 2020,"",SPLINT,2020,1,CD004925_pub4,pairwise70_included
CD009749_pub3_4,Evans 2013,"",Evans,2013,1,CD009749_pub3,pairwise70_included
CD008628_pub3_excl_12,Topic-related study 12,"",Author_2122,2013,0,CD008628_pub3,synthetic_excluded
CD012997_pub3_excl_3,Topic-related study 3,"",Author_6877,1992,0,CD012997_pub3,synthetic_excluded
CD006913_pub3_48,Cramer 2017,"",Cramer,2017,1,CD006913_pub3,pairwise70_included
CD013425_pub2_25,San 2012,"",San,2012,1,CD013425_pub2,pairwise70_included
CD004661_pub4_excl_2,Topic-related study 2,"",Author_8967,2020,0,CD004661_pub4,synthetic_excluded
CD013105_pub2_22,Mueller 2017,"",Mueller,2017,1,CD013105_pub2,pairwise70_included
CD013834_pub2_excl_23,Topic-related study 23,"",Author_3604,2021,0,CD013834_pub2,synthetic_excluded
CD013255_pub2_32,Beatch 2017,"",Beatch,2017,1,CD013255_pub2,pairwise70_included
CD013054_pub3_excl_5,Topic-related study 5,"",Author_8745,2003,0,CD013054_pub3,synthetic_excluded
CD013800_pub2_excl_4,Topic-related study 4,"",Author_3008,2019,0,CD013800_pub2,synthetic_excluded
CD005566_pub4_35,Vukovic 2011,"",Vukovic,2011,1,CD005566_pub4,pairwise70_included
CD013396_pub2_excl_6,Topic-related study 6,"",Author_3345,2020,0,CD013396_pub2,synthetic_excluded
CD013827_pub2_excl_8,Topic-related study 8,"",Author_1240,2020,0,CD013827_pub2,synthetic_excluded
CD013071_pub2_excl_9,Topic-related study 9,"",Author_1581,2017,0,CD013071_pub2,synthetic_excluded
CD014687_pub2_excl_5,Topic-related study 5,"",Author_5760,2016,0,CD014687_pub2,synthetic_excluded
CD011778_pub2_excl_9,Topic-related study 9,"",Author_1418,2019,0,CD011778_pub2,synthetic_excluded
CD010001_pub4_39,Mekled 2017,"",Mekled,2017,1,CD010001_pub4,pairwise70_included
CD007374_pub3_excl_1,Topic-related study 1,"",Author_4116,2022,0,CD007374_pub3,synthetic_excluded
CD001920_pub4_53,ReTrain 2018,"",ReTrain,2018,1,CD001920_pub4,pairwise70_included
CD012942_pub2_excl_45,Topic-related study 45,"",Author_3559,2003,0,CD012942_pub2,synthetic_excluded
CD001431_pub6_90,Perestelo-Perez 2019,"",Perestelo-Perez,2019,1,CD001431_pub6,pairwise70_included
CD005343_pub7_excl_2,Topic-related study 2,"",Author_6409,2010,0,CD005343_pub7,synthetic_excluded
CD014966_pub2_excl_27,Topic-related study 27,"",Author_6646,2011,0,CD014966_pub2,synthetic_excluded
CD005595_pub4_excl_54,Topic-related study 54,"",Author_1326,1994,0,CD005595_pub4,synthetic_excluded
CD014964_pub2_14,Gayathri 2021,"",Gayathri,2021,1,CD014964_pub2,pairwise70_included
CD012623_pub2_excl_5,Topic-related study 5,"",Author_1822,2012,0,CD012623_pub2,synthetic_excluded
CD013071_pub2_19,Kunelius 2002,"",Kunelius,2002,1,CD013071_pub2,pairwise70_included
CD013232_pub2_excl_98,Topic-related study 98,"",Author_5809,2005,0,CD013232_pub2,synthetic_excluded
CD008552_pub8_excl_52,Topic-related study 52,"",Author_4104,2009,0,CD008552_pub8,synthetic_excluded
CD006689_pub3_excl_18,Topic-related study 18,"",Author_8366,2014,0,CD006689_pub3,synthetic_excluded
CD004376_pub4_excl_164,Topic-related study 164,"",Author_8828,2015,0,CD004376_pub4,synthetic_excluded
CD001431_pub6_excl_16,Topic-related study 16,"",Author_4881,2017,0,CD001431_pub6,synthetic_excluded
CD004376_pub4_45,Gohir 2021,"",Gohir,2021,1,CD004376_pub4,pairwise70_included
CD011689_pub4_excl_36,Topic-related study 36,"",Author_5707,2016,0,CD011689_pub4,synthetic_excluded
CD015328_pub2_122,Nyberg 2015,"",Nyberg,2015,1,CD015328_pub2,pairwise70_included
CD001431_pub6_excl_228,Topic-related study 228,"",Author_6768,2003,0,CD001431_pub6,synthetic_excluded
CD001920_pub4_excl_240,Topic-related study 240,"",Author_4864,2014,0,CD001920_pub4,synthetic_excluded
CD013295_pub2_excl_105,Topic-related study 105,"",Author_1518,2007,0,CD013295_pub2,synthetic_excluded
CD001837_pub4_excl_42,Topic-related study 42,"",Author_1849,2003,0,CD001837_pub4,synthetic_excluded
CD007896_pub4_30,McElroy 2014,"",McElroy,2014,1,CD007896_pub4,pairwise70_included
CD007110_pub4_excl_6,Topic-related study 6,"",Author_4196,,0,CD007110_pub4,synthetic_excluded
CD013303_pub2_3,Koniak-Griffin 2015,"",Koniak-Griffin,2015,1,CD013303_pub2,pairwise70_included
CD011689_pub4_excl_89,Topic-related study 89,"",Author_5289,2010,0,CD011689_pub4,synthetic_excluded
CD013166_pub3_5,Kennady 2023,"",Kennady,2023,1,CD013166_pub3,pairwise70_included
CD011866_pub3_excl_44,Topic-related study 44,"",Author_7450,2008,0,CD011866_pub3,synthetic_excluded
CD006023_pub4_15,Seifert 2013,"",Seifert,2013,1,CD006023_pub4,pairwise70_included
CD008349_pub5_excl_13,Topic-related study 13,"",Author_4138,2013,0,CD008349_pub5,synthetic_excluded
CD014722_pub2_excl_13,Topic-related study 13,"",Author_6243,2010,0,CD014722_pub2,synthetic_excluded
CD012503_pub3_excl_27,Topic-related study 27,"",Author_3594,2025,0,CD012503_pub3,synthetic_excluded
CD001920_pub4_48,Zheng 2014,"",Zheng,2014,1,CD001920_pub4,pairwise70_included
CD011851_pub3_3,Khonsari 2015,"",Khonsari,2015,1,CD011851_pub3,pairwise70_included
CD014937_pub2_7,Emara 2022,"",Emara,2022,1,CD014937_pub2,pairwise70_included
CD001920_pub4_excl_124,Topic-related study 124,"",Author_6550,2004,0,CD001920_pub4,synthetic_excluded
CD002290_pub6_excl_63,Topic-related study 63,"",Author_4921,2018,0,CD002290_pub6,synthetic_excluded
CD004376_pub4_excl_40,Topic-related study 40,"",Author_7196,2017,0,CD004376_pub4,synthetic_excluded
CD011197_pub3_excl_8,Topic-related study 8,"",Author_4207,2019,0,CD011197_pub3,synthetic_excluded
CD011381_pub3_30,IFNB MS Group 1993,"",IFNB MS Group,1993,1,CD011381_pub3,pairwise70_included
CD008063_pub3_excl_41,Topic-related study 41,"",Author_9411,2014,0,CD008063_pub3,synthetic_excluded
CD001431_pub6_excl_195,Topic-related study 195,"",Author_7527,2013,0,CD001431_pub6,synthetic_excluded
CD013590_pub2_excl_9,Topic-related study 9,"",Author_3915,2018,0,CD013590_pub2,synthetic_excluded
CD002290_pub6_5,Ravani 2020,"",Ravani,2020,1,CD002290_pub6,pairwise70_included
CD016064_excl_70,Topic-related study 70,"",Author_5178,2015,0,CD016064,synthetic_excluded
CD014803_pub2_excl_4,Topic-related study 4,"",Author_2508,2006,0,CD014803_pub2,synthetic_excluded
CD006257_pub2_79,SMART 2009,"",SMART,2009,1,CD006257_pub2,pairwise70_included
CD001920_pub4_115,Zhuang 2012,"",Zhuang,2012,1,CD001920_pub4,pairwise70_included
CD015046_pub2_3,Laurencin 2023,"",Laurencin,2023,1,CD015046_pub2,pairwise70_included
CD008176_pub3_15,TSUBAKI 2020,"",TSUBAKI,2020,1,CD008176_pub3,pairwise70_included
CD007674_pub3_7,Wetherell 2003,"",Wetherell,2003,1,CD007674_pub3,pairwise70_included
CD013255_pub2_excl_42,Topic-related study 42,"",Author_8692,1997,0,CD013255_pub2,synthetic_excluded
CD013255_pub2_excl_48,Topic-related study 48,"",Author_9814,1994,0,CD013255_pub2,synthetic_excluded
CD006023_pub4_98,Locatelli 2014,"",Locatelli,2014,1,CD006023_pub4,pairwise70_included
CD015387_pub2_20,Hanley 2016 (MISTIE II),"",Hanley,2016,1,CD015387_pub2,pairwise70_included
CD013166_pub3_excl_20,Topic-related study 20,"",Author_2084,2023,0,CD013166_pub3,synthetic_excluded
CD004376_pub4_81,Wang 2011,"",Wang,2011,1,CD004376_pub4,pairwise70_included
CD012586_pub2_54,Fluker 2001,"",Fluker,2001,1,CD012586_pub2,pairwise70_included
CD015532_excl_19,Topic-related study 19,"",Author_1383,2020,0,CD015532,synthetic_excluded
CD013284_pub2_excl_7,Topic-related study 7,"",Author_1522,2019,0,CD013284_pub2,synthetic_excluded
CD011044_pub3_excl_22,Topic-related study 22,"",Author_2576,2002,0,CD011044_pub3,synthetic_excluded
CD011535_pub7_excl_100,Topic-related study 100,"",Author_9947,2003,0,CD011535_pub7,synthetic_excluded
CD003414_pub4_excl_31,Topic-related study 31,"",Author_7200,2007,0,CD003414_pub4,synthetic_excluded
CD015213_pub2_25,Elhiny 2021,"",Elhiny,2021,1,CD015213_pub2,pairwise70_included
CD013539_pub2_excl_65,Topic-related study 65,"",Author_4868,2021,0,CD013539_pub2,synthetic_excluded
CD006257_pub2_excl_71,Topic-related study 71,"",Author_4462,2012,0,CD006257_pub2,synthetic_excluded
CD010001_pub4_excl_53,Topic-related study 53,"",Author_6244,2020,0,CD010001_pub4,synthetic_excluded
CD007310_pub3_excl_18,Topic-related study 18,"",Author_5805,2016,0,CD007310_pub3,synthetic_excluded
CD015254_pub2_excl_11,Topic-related study 11,"",Author_5904,2008,0,CD015254_pub2,synthetic_excluded
CD015120_pub2_excl_59,Topic-related study 59,"",Author_7960,2016,0,CD015120_pub2,synthetic_excluded
CD003962_pub3_excl_69,Topic-related study 69,"",Author_6597,2014,0,CD003962_pub3,synthetic_excluded
CD000478_pub5_10,Roblin 2017,"",Roblin,2017,1,CD000478_pub5,pairwise70_included
CD015160_pub2_10,Li 2010,"",Li,2010,1,CD015160_pub2,pairwise70_included
CD013539_pub2_39,r-Advani 2018b,"",r-Advani,2018,1,CD013539_pub2,pairwise70_included
CD015830_pub2_excl_3,Topic-related study 3,"",Author_7889,2016,0,CD015830_pub2,synthetic_excluded
CD012170_pub2_excl_6,Topic-related study 6,"",Author_3617,2013,0,CD012170_pub2,synthetic_excluded
CD011120_pub3_excl_12,Topic-related study 12,"",Author_5581,,0,CD011120_pub3,synthetic_excluded
CD006023_pub4_35,Sadek 2003,"",Sadek,2003,1,CD006023_pub4,pairwise70_included
CD013358_pub2_5,Ponte Marquez 2019,"",Ponte Marquez,2019,1,CD013358_pub2,pairwise70_included
CD003414_pub4_excl_37,Topic-related study 37,"",Author_2862,2006,0,CD003414_pub4,synthetic_excluded
CD010216_pub9_excl_19,Topic-related study 19,"",Author_6023,2022,0,CD010216_pub9,synthetic_excluded
CD011762_pub2_excl_58,Topic-related study 58,"",Author_6388,2021,0,CD011762_pub2,synthetic_excluded
CD008552_pub8_excl_32,Topic-related study 32,"",Author_1167,2012,0,CD008552_pub8,synthetic_excluded
CD011778_pub2_35,Rodrigues 2023,"",Rodrigues,2023,1,CD011778_pub2,pairwise70_included
CD011535_pub7_135,NCT04237116 pINPOINt,"",NCT04237116 pINPOINt,,1,CD011535_pub7,pairwise70_included
CD003598_pub3_49,SECRET 2004,"",SECRET,2004,1,CD003598_pub3,pairwise70_included
CD013355_pub2_excl_4,Topic-related study 4,"",Author_9708,1999,0,CD013355_pub2,synthetic_excluded
CD015790_pub2_excl_6,Topic-related study 6,"",Author_4171,2002,0,CD015790_pub2,synthetic_excluded
CD001920_pub4_195,Thaut 2007,"",Thaut,2007,1,CD001920_pub4,pairwise70_included
CD013332_pub2_excl_21,Topic-related study 21,"",Author_7970,2016,0,CD013332_pub2,synthetic_excluded
CD014722_pub2_excl_42,Topic-related study 42,"",Author_3979,2019,0,CD014722_pub2,synthetic_excluded
CD002112_pub2_52,Seo 2001,"",Seo,2001,1,CD002112_pub2,pairwise70_included
CD014687_pub2_excl_8,Topic-related study 8,"",Author_4758,2013,0,CD014687_pub2,synthetic_excluded
CD008771_pub3_5,Rivera 1993,"",Rivera,1993,1,CD008771_pub3,pairwise70_included
CD004736_pub6_excl_2,Topic-related study 2,"",Author_5295,2005,0,CD004736_pub6,synthetic_excluded
CD011627_pub3_1,Byers 1995,"",Byers,1995,1,CD011627_pub3,pairwise70_included
CD015192_pub2_11,Dieterich 1989,"",Dieterich,1989,1,CD015192_pub2,pairwise70_included
CD012586_pub2_50,Liu 2020,"",Liu,2020,1,CD012586_pub2,pairwise70_included
CD013332_pub2_excl_7,Topic-related study 7,"",Author_4999,2016,0,CD013332_pub2,synthetic_excluded
CD009508_pub2_excl_8,Topic-related study 8,"",Author_1030,2022,0,CD009508_pub2,synthetic_excluded
CD007837_pub3_excl_7,Topic-related study 7,"",Author_8239,2005,0,CD007837_pub3,synthetic_excluded
CD013052_pub3_excl_13,Topic-related study 13,"",Author_1147,2000,0,CD013052_pub3,synthetic_excluded
CD004871_pub5_7,Irnich 2001,"",Irnich,2001,1,CD004871_pub5,pairwise70_included
CD012905_pub2_7,Ricci 2011,"",Ricci,2011,1,CD012905_pub2,pairwise70_included
CD015588_pub2_excl_30,Topic-related study 30,"",Author_4998,2018,0,CD015588_pub2,synthetic_excluded
CD011044_pub3_34,Petrioli 2015,"",Petrioli,2015,1,CD011044_pub3,pairwise70_included
CD012586_pub2_72,Harrison 1994,"",Harrison,1994,1,CD012586_pub2,pairwise70_included
CD014722_pub2_excl_123,Topic-related study 123,"",Author_5795,2010,0,CD014722_pub2,synthetic_excluded
CD002112_pub2_27,Tullus 1999,"",Tullus,1999,1,CD002112_pub2,pairwise70_included
CD015790_pub2_excl_14,Topic-related study 14,"",Author_5019,2015,0,CD015790_pub2,synthetic_excluded
CD015330_pub2_excl_11,Topic-related study 11,"",Author_1014,2010,0,CD015330_pub2,synthetic_excluded
CD009252_pub2_26,Tejero 2008,"",Tejero,2008,1,CD009252_pub2,pairwise70_included
CD009298_pub3_excl_6,Topic-related study 6,"",Author_4189,2021,0,CD009298_pub3,synthetic_excluded
CD011218_pub2_5,Kreuter 1996,"",Kreuter,1996,1,CD011218_pub2,pairwise70_included
CD015383_pub2_5,Holze 2022,"",Holze,2022,1,CD015383_pub2,pairwise70_included
CD015284_pub2_2,McLaughlin 2011,"",McLaughlin,2011,1,CD015284_pub2,pairwise70_included
CD002042_pub6_excl_20,Topic-related study 20,"",Author_3990,2013,0,CD002042_pub6,synthetic_excluded
CD006632_pub3_excl_26,Topic-related study 26,"",Author_2782,2000,0,CD006632_pub3,synthetic_excluded
CD002203_pub5_7,Saiman 2010,"",Saiman,2010,1,CD002203_pub5,pairwise70_included
CD010216_pub9_excl_38,Topic-related study 38,"",Author_5718,2022,0,CD010216_pub9,synthetic_excluded
CD015328_pub2_excl_179,Topic-related study 179,"",Author_6599,2008,0,CD015328_pub2,synthetic_excluded
CD008973_pub3_excl_9,Topic-related study 9,"",Author_7869,2009,0,CD008973_pub3,synthetic_excluded
CD014722_pub2_excl_108,Topic-related study 108,"",Author_1817,2011,0,CD014722_pub2,synthetic_excluded
CD008165_pub5_3,Crotty 2004b,"",Crotty,2004,1,CD008165_pub5,pairwise70_included
CD015328_pub2_excl_191,Topic-related study 191,"",Author_5580,2016,0,CD015328_pub2,synthetic_excluded
CD005566_pub4_excl_62,Topic-related study 62,"",Author_8389,1999,0,CD005566_pub4,synthetic_excluded
CD008709_pub4_excl_67,Topic-related study 67,"",Author_8156,2019,0,CD008709_pub4,synthetic_excluded
CD004736_pub6_32,Chan 2009,"",Chan,2009,1,CD004736_pub6,pairwise70_included
CD009508_pub2_excl_13,Topic-related study 13,"",Author_4730,1990,0,CD009508_pub2,synthetic_excluded
CD013875_pub2_excl_8,Topic-related study 8,"",Author_6153,2017,0,CD013875_pub2,synthetic_excluded
CD011689_pub4_83,Docherty 1981,"",Docherty,1981,1,CD011689_pub4,pairwise70_included
CD012718_pub2_excl_28,Topic-related study 28,"",Author_1255,2015,0,CD012718_pub2,synthetic_excluded
CD003594_pub7_5,APN 2008,"",APN,2008,1,CD003594_pub7,pairwise70_included
CD013105_pub2_19,Henn 2016,"",Henn,2016,1,CD013105_pub2,pairwise70_included
CD006023_pub4_excl_104,Topic-related study 104,"",Author_1616,2008,0,CD006023_pub4,synthetic_excluded
CD012503_pub3_excl_6,Topic-related study 6,"",Author_4405,2023,0,CD012503_pub3,synthetic_excluded
